geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24
county,Horry County,walking,NA,South Carolina,United States,100,105.28,112.54,122.29,174.89,243.43,168.27,126.03,97.71,101.11,103.06,131.65,181.88,100.69,98.85,105.7,98.24,109.02,115.94,161.35,102.18,99.12,109.4,109.75,108.1,140.41,184.59,110.47,107.11,108.64,106.8,128.48,223.2,278.59,156.84,145.6,129.36,111.89,123.66,174.39,222.94,122.06,115.52,116.44,129.97,142.32,204.05,260.7,163.76,159.59,152.98,151.15,149.39,251.61,353.98,239.76,253.48,244.04,237.19,253.94,316.13,332.42,178.21,180.12,146.18,131.08,129.2,140.25,117.01,65.94,88.49,63.69,77.56,79.24,97.97,92.74,75.04,68.46,62.08,65.1,70.15,69.04,63.3,49.81,75.23,67.2,63.49,65.94,70.91,65.86,38.11,56.08,69.15,64.26,78.02,78.29,73.81,49.92,66.55,72.67,79.82,69.92,80.96,83.98,90.56,91.17,87.23,97.36,79.51,147.59,186.16,165.98,154.24,139.76,140.06,166.48,200.15,238.11,150.99,166.74,130.5,190.25,245.26,429.82,767.66,444,331.08,286.43,268.04,282.53,548.43,973.09,833.18,475.99,373.51,294.99,329.63,430.7,612.46,436.7,471.75,468.62,480.58,526.49,660.63,919.19,641.78,553.44,516.44,518.73,588.72,796.48,1087.12,683.07,560.59,560.09,535.78,608.49,673.78,793.04,538.8,522.97,495.15,478.33,545.72,634.02,730.31,485.67,471.41,405.47,445.03,509.79,725.27,791.32,541.06,460.13,399.04,384.1,410.32,502.37,610.55,446.1,424.39,422.71,415.48,470.22,576.34,741.67,472.4,439.6,421.33,445.45,478.29,590.37,751.34,519,457.42,441.86,424.12,449.08,551.99,655.62,430.85,286.96,349.04,376.76,387.08,494.57,620.37,423.55,398.7,378.25,399.16,432.07,563.99,643.08,419.92,398.47,340.67,350.27,371.83,520.91,608.75,377.37,311.66,319.42,310.36,339.45,484.48,600.27,352.26,292.58,291.78,274.62,334.1,601.41,915.79,759.98,417.74,329.51,288.11,310.17,433.98,538.34,318.92,282.15,278.48,255.5,275.99,437.04,550.54,340.02,272.48,258.75,256.12,286.89
county,Jasper County,driving,NA,South Carolina,United States,100,100.09,105.87,124.02,181.63,136.89,111.6,134.6,96.33,102.62,111.83,134.59,121.76,107.16,102,94.59,106.23,119.3,156.29,130.75,104.51,104.6,97.59,104.51,107.84,143.39,128.95,122.73,112.21,105.52,116.86,147.8,197.88,173.67,214.82,148.94,108.99,109.28,129.07,172.77,159.64,134.73,114.16,103.06,121.63,139.81,183.34,177.91,164.27,125.65,113.76,127.37,220.83,213.48,217.14,201.93,148.7,136.5,146.48,166.77,239.16,327.17,286.71,174.82,162.28,157.44,165.08,167.45,158.23,87.29,82.23,80.7,81.95,78.98,86.47,85.53,70.21,73.8,72.15,74.7,75.2,75.34,65.34,51.67,65.79,60.99,63.4,65.11,72.5,67.08,38.21,64.7,73.27,66.16,72.91,83.39,78.63,54.23,77.81,73.05,73.41,73.11,93.72,90.66,71.27,82.2,84.56,87.97,93.62,124.83,111.41,100.01,98.17,96.36,106.99,112.8,135.37,135.45,106.2,NA,NA,122.56,148.59,159.28,171.7,140.29,133.37,130.01,131.95,160.67,219.73,215.32,154.87,173.01,142.35,138.58,154.68,180.12,211.15,177.96,157.71,140.23,149.43,164.34,203.52,247.27,176.17,153.58,155.33,158.57,183.59,215.6,264.8,197.58,173.72,162.57,169.8,190.52,239.81,305.32,203.39,180.12,166.83,169.3,195.9,245.23,311.95,224.31,171.73,165.31,193.87,240.92,247.59,211.25,221.4,193.97,157.84,165.05,184.76,223.08,300.61,195.11,168.05,149.49,159.1,176.22,227.09,287.03,199.59,156.49,149.78,155.99,183.13,217.8,283.91,193.35,159.63,148.38,160.06,169.67,213.74,285.98,180.14,132.72,145.26,157.03,224.7,242.66,269.01,194.85,167.83,150.54,222.73,175.24,233.91,233.39,191.17,156.38,144.97,145.75,161.09,196.81,191.19,176.96,145.03,136.14,139,156.35,193.29,187.18,165.89,139.94,135.23,168.53,202.68,273.96,213.32,171.48,234.58,150.61,133.44,156.36,189.16,194.45,161.29,134.82,132.17,131.01,154.9,181.53,186.91,179.75,138.52,127.34,141.45,167.54
county,Kershaw County,driving,NA,South Carolina,United States,100,100.71,101.4,102.29,126.61,110.82,76.38,102.67,91.99,90.97,98.01,113.96,108.81,80.26,83.52,89.5,91.85,102.42,111.23,109.97,84.06,94.61,89.74,97.42,85.08,116.11,112.44,89.18,98.21,100.1,99.96,105.65,132.37,112.13,87.7,105.4,92.85,99.14,92.98,118.09,114.42,85.48,91.34,98.24,101.18,111.18,137.12,131.35,93.06,97.96,98.27,97.38,98.77,135.61,130.88,97.12,103.06,98.57,103.21,109.31,125.45,104.35,81.3,88.97,83.24,80.93,88.06,92.23,74.9,56.67,67.89,65.66,73.85,80.39,86.48,76.35,56.25,75.95,68.93,68.93,70.77,78.72,67.79,53.33,69.72,68.31,73.49,71.53,82.99,68.76,44.54,78.45,80.63,81.88,85,95.8,82.66,60.27,78.67,87.66,89.26,82.99,103.96,95.22,75.08,87.99,93.88,99.34,93.27,110.85,105.87,82.91,105.73,103.91,107.67,112.07,123.42,122.75,92.98,NA,NA,118.17,123.72,149.05,140.73,110.65,118.27,110.96,112.04,128.42,158.22,142.94,112.23,116.58,128.2,121.68,137.9,148.14,154.62,117.69,129.52,133.31,131.2,142.68,164.58,165.94,162.5,141.18,133.2,140.01,143.94,170.23,175.83,130.75,134.85,130.38,139.58,149.37,178.57,179.68,127.62,147.14,133.8,138.48,142.33,183.6,180.69,134.73,148.86,141.16,149.08,169.83,171.46,145.87,139.96,149.72,135.88,135.82,153.53,174.5,178.83,136.22,147.04,149.22,143.66,152.28,176.44,178.38,134.53,146.71,142.89,148.05,154.73,188.81,189.14,140.31,140.8,143.77,141.07,153.61,163.25,168.39,131.44,134.48,141.6,140.1,148.97,163.07,173.69,133.48,142.51,142.76,150.77,148.3,173.33,161.37,128.98,135.39,141.78,143.65,152.04,168.71,153.83,128.18,130.92,140.01,134.7,142.14,166.53,154.38,123.76,124.95,135.42,137.79,160.98,201.29,166.45,135.49,164.04,136.79,137.4,145.63,168.97,156.17,128.33,129.12,129.16,132.91,118.74,166.96,162.68,122.39,126.49,132.4,125.42,136.93
county,Lancaster County,driving,NA,South Carolina,United States,100,97.39,100.4,105.06,123.78,108.08,78.03,102.16,102.24,102.45,104.78,113.76,106.48,75.12,96.35,100.01,101.45,111.72,113.87,107.6,77.8,100.84,105.05,102.64,91.93,120.21,107.92,80.09,105.66,103.57,106.51,105.11,126.64,115.93,84.93,111.9,110.28,104.55,96.24,119.3,116.66,86.16,104.44,108.08,117.37,122.51,135.11,130.02,88.04,114.38,106.43,111.81,111.65,135.89,130.83,89.74,116.8,111.99,110.59,112.2,120.04,104.33,70.86,91.36,82.64,84.54,87.59,95.83,76.85,52.28,67.47,70.38,77.69,73.11,84.62,70.99,54.74,73.29,67.43,71.56,75.07,81.86,69.21,53.72,73.82,70.86,77.1,81.34,85.05,73.96,41.18,88.34,85.89,84.52,85.86,94.42,87.68,61.39,80.44,91.91,93.73,81.9,106.02,92.5,75.25,92.75,95.56,97.31,96.88,113.64,107.59,85.2,102.9,101.7,110.66,119.61,123.05,121.5,88.31,NA,NA,117.42,121.67,140.41,129.06,102.71,130.2,122.52,115.4,130.96,146.98,133.93,98.97,106.36,132.79,118.38,135.8,141.69,140.05,106.47,136.1,141,140,147.73,153.61,146.96,113.12,139.31,143.25,142.99,146.35,162.46,154.51,117.07,138.98,131,138.9,146.02,166.66,163.35,117.8,149.41,144.36,153.3,151.47,171.1,166.26,120.94,150.03,148.85,154.15,167.21,158.68,130.59,111.58,136.75,141.04,147.59,154.64,166.63,157.8,117.06,151.53,153.52,147.06,156.1,164.56,149.34,116.39,142.69,146.8,148.93,155.22,168.58,157.7,116.06,148.95,148.74,146.03,159.19,166.4,152.14,117.22,136.09,154.21,149.95,153.64,168.6,157.82,121.6,145.7,149.75,148.18,151.4,164.2,147.53,120.2,144.27,147.91,141.8,146.8,157.05,157.95,115.39,138.12,142.63,147.32,151.55,161.36,142.66,113.53,134.31,145.59,145.48,151.83,173.65,159.49,116.7,122.52,140.5,140.75,150.82,167.7,156.63,119.79,141.51,152.24,141.63,128.88,158.08,159.25,110.56,135.16,142.21,143.05,144.73
county,Laurens County,driving,NA,South Carolina,United States,100,100.93,114.91,120.74,154.67,121.54,94.26,122.62,109.22,110.35,118.47,134.72,134.77,96.78,109.42,109.33,112.9,127.32,136.91,132.96,101.16,107.94,105.16,103.44,100.54,146.22,122.65,107.88,109.27,111.52,111.05,119.53,168.02,143.74,112.97,126.06,116.98,115.11,109.27,155.49,156.86,118.87,102.59,112.86,126.35,134.74,177.67,166.76,127.67,113.34,116.76,113.29,122.77,184.64,160.07,126.43,123.62,117.82,124.08,130.05,159.24,145.95,107.43,107.02,101.87,100.32,107.71,121.75,107.35,75.95,78.85,72.34,91.92,84.89,108.94,104.04,83.07,92,78.66,84.92,88.31,103.62,92.17,74.76,84.44,82.72,77.34,81.91,95.71,89.52,49.28,84.09,89.01,94.82,99.15,118.52,115.48,75.02,91.92,101.93,108.83,91.98,131.42,118.35,92.74,110.85,113.52,101.46,114.52,135.4,142.68,114.09,116.34,112.23,126.67,129.03,151.13,159.99,119.01,NA,NA,130.1,141.06,172.46,182.38,142.31,125.38,123.25,126.06,150.14,197.64,193.99,151.73,152.98,147.96,146.79,150.97,184.29,198.23,147.95,151.57,149.11,156.86,169.98,194.33,200.23,164.2,161.69,157.23,157.2,167.55,196.59,220.03,165.43,171.01,157.57,153.65,176.78,214.38,279.96,169.23,160.22,160.25,162.46,183.02,213.81,238.64,170.54,169.75,161.15,167.39,201.02,219.16,183.81,174.24,162.41,154.86,162.12,176.21,209.3,215.11,172.42,166.79,170.18,164.37,178.25,223.62,235.48,182.87,165.08,165.33,171.66,176.61,206.71,235.82,179.06,164.77,161.78,160.58,171.54,197.1,208.56,163.01,157.68,171.43,165.97,177.88,213.49,213.63,172.96,174.99,166.34,168.93,192.74,216.51,208.87,180.45,166.4,168.33,170.09,179.46,201.19,198.3,164.65,156.32,149.26,157.52,164.34,208,190.86,153.19,148.55,155.13,163.83,187.17,238.84,216.3,177.23,195.95,159.77,152.33,165.33,215.08,194.6,160.7,157.34,153.64,151.37,151.76,218.36,209.85,157.46,152.16,149.51,149.88,166.42
county,Lee County,driving,NA,South Carolina,United States,100,107.45,104.13,123.21,170.2,136.33,107.76,126.17,108.74,110.1,114.78,141.69,124.26,112.44,92.18,99.14,97.48,112.75,158.19,131.1,109.17,120.07,107.88,106.65,104.43,153.33,135.28,120.75,122.54,111.33,103.26,126.54,202.83,145.57,137.44,137.62,101.72,110.96,117.06,158.99,145.07,133.87,96.31,104.31,117.49,126.54,207.94,170.14,138.61,117.73,101.11,105.23,116.13,190.15,197.35,149.14,132.57,128.14,137.99,136.95,189.29,175.25,135.65,121.8,99.82,106.71,112.07,142.43,118.53,90.95,96.98,82.57,80.42,90.95,104.86,96.98,75.18,94.58,83.93,84.42,88.12,89.84,80.79,68.35,85.28,79.99,82.64,89.41,95.63,87.68,57.39,89.29,99.82,94.15,98.28,113.67,99.38,78.26,87.07,98.65,100.92,95.01,132.7,122.66,89.47,108.31,111.95,110.78,121.74,159.24,136.95,121.06,139.35,122.04,137.32,140.7,194.7,169.83,131.83,NA,NA,138.12,156.03,211.88,183.68,173.4,165.39,145.2,141.5,168.47,243.84,214.29,166.5,202.83,169.27,159.36,176.35,220.94,222.78,197.54,184.79,169.64,169.21,194.64,236.27,286.82,218.23,176.91,167.73,180.36,188.36,260.59,283.07,223.21,178.82,165.7,171.31,189.41,271.67,343.78,223.34,201.79,163.67,179.68,188.61,258.37,308.81,215.02,189.47,177.28,186.88,261.15,272.48,221.18,254.56,205.17,167.06,193.1,215.39,275,308.81,226.29,197.23,185.16,190.39,211.15,244.58,283.62,223.34,180.11,162.56,187.44,213.24,236.82,275.12,217.43,188.42,174.69,181.96,190.46,225.86,263.92,201.79,155.05,168.35,171.92,190.27,219.83,239.84,219.58,182.64,168.97,179.31,177.22,237.01,245.14,195.38,166.38,157.27,162.68,193.84,230.11,204.43,176.11,145.87,146.98,167.8,176.54,226.05,204.19,182.57,149.26,147.6,157.51,200.62,283.13,246.61,201.54,252.09,181.03,160.9,189.47,225.74,208.44,189.1,157.94,149.82,151.23,175.37,259.05,324.51,204.19,166.32,147.29,157.08,183.68
county,Lexington County,driving,NA,South Carolina,United States,100,104.07,103.9,111.83,123.36,111.57,80.13,100.75,101.98,102.11,107.28,120.52,125.15,79.99,95.85,102.66,105.35,109.11,119.49,123.23,84.94,100.94,109.31,105.98,93.75,123.42,117.5,89.39,110.86,113.12,111,131.27,147.34,123.58,85.55,110.98,108.43,109.51,109.21,137.28,126.91,89.59,102.04,107.9,115.59,124.27,149.73,144.6,101.88,111.64,112.34,110.65,115.37,148.22,147.24,94.32,113.23,118.37,116.91,118.79,137.84,115.91,81.28,94.87,89.55,87.14,91.56,95.24,79.82,52.52,67.64,65.14,73.53,74.3,86.17,75.6,55.25,70.31,67.98,70.63,71.49,81.69,67.69,50.96,71.74,69.71,66.33,72.24,78.18,65.92,38.65,73.97,82.3,81.43,82.46,95.34,84.23,55.51,78.91,88.18,88.64,78.47,101.75,93.48,70.9,89.12,94.82,93.21,98.31,111.86,104.68,82.58,100.95,104.69,108.75,112.35,124.72,113.98,84.83,NA,NA,118.64,124.13,140.54,130.1,104.07,116.67,120.3,118.45,135.6,155.4,148.28,107.88,107.33,132.52,126.09,138.79,149.49,144.02,111.17,131.61,132.79,137.18,145.45,165.76,157.06,117.97,136.55,141.17,139.35,143.44,168.3,159.51,120.45,136.07,137.9,143.55,146.25,169.66,174.52,118.08,142.53,143.35,145.56,154.13,173.06,176.71,128.87,144.92,149.88,156.61,165.48,165.08,138.05,125.01,142.34,136.13,145.97,152.63,169.65,169.69,123.61,141.84,147.19,154.44,158.8,172.58,173.69,128.66,143.95,149.58,149.04,152.58,170.98,170.33,128.87,146.53,146.58,151.63,156.82,172.92,170.61,126.22,141.71,149.62,148.6,152.12,172.15,167.73,136.04,148.14,151.1,152.79,157.36,177.02,165.06,133.1,151.35,148.91,151.68,158.53,175.45,170.35,125.92,136.38,142.52,146.86,151.7,177.2,161.39,121.3,138.91,145.21,146.24,158.01,188.74,161.96,127.99,129.97,144.9,142.46,151.1,171.08,163.03,124.33,140.07,142.2,140.16,132.4,167.78,162.46,132.18,140.18,137.46,137.9,142.85
county,Lexington County,walking,NA,South Carolina,United States,100,103.9,106.54,108.63,126.24,127.21,78.22,102.78,97.36,96.31,102.64,113.43,127.91,74.88,87.68,110.93,105.64,107.93,104.59,140.71,87.61,98.54,105.08,100.84,100.14,114.41,130.62,85.73,100.7,109.19,113.5,112.73,152.12,153.17,88.17,115.59,109.26,107.38,104.66,129.51,141.13,78.98,89,105.43,110.72,120.18,146.9,157.97,92.97,107.79,104.52,115.8,126.65,145.65,155.74,84.83,116.98,111.97,113.85,122.62,135.49,114.89,85.46,96.45,92.83,93.53,97.91,102.09,88.8,66.6,69.87,64.23,95.13,76.83,95.27,96.31,67.22,84.34,77.24,83.79,92,94.5,83.72,68.48,89.56,88.94,91.09,88.1,103.76,83.79,46.49,87.27,114.82,114.06,96.59,119.76,99.72,63.26,95.69,108.35,100.9,82.95,112.67,102.51,75.37,107.38,100.63,117.19,110.16,137.44,134.66,86.57,127.35,133.96,130.76,130.13,133.33,143.98,94.02,125.33,86.43,148.85,146.28,164.3,162.98,123.31,147.11,142.03,148.99,162.21,178.22,188.8,129.02,129.99,165.07,190.26,178.29,194.64,175.43,134.66,162.84,166.74,184.2,174.18,201.18,174.39,135.14,169.52,171.54,168.27,180.38,201.46,180.17,137.02,165.62,168.62,165.69,176.76,198.4,199.79,130.06,159.22,183.86,195.27,192.9,214.96,235.98,144.82,175.85,192,187.47,207.65,201.39,169.1,145.93,170.22,166.6,180.65,186.5,219.14,206.96,144.47,166.25,182.81,187.75,187.33,214.82,205.15,145.93,172.72,184.27,173.07,186.36,219.97,197.29,141.2,180.58,188.73,194.78,175.78,216.91,201.74,153.79,176.06,204.66,198.26,187.47,231.11,213.36,156.85,202.51,190.81,191.65,191.51,230.55,213.15,168.2,205.36,213.71,209.46,192.28,232.36,209.19,145.23,171.54,173.42,189.28,189,200.7,211,154.84,175.37,184.2,183.3,200,224.15,193.6,160.26,153.1,182.6,169.03,189.63,211.34,215.52,162.91,179.05,176.76,183.72,165,212.11,197.56,144.54,172.03,178.01,171.19,177.17
county,Marion County,driving,NA,South Carolina,United States,100,109.57,120.28,125.69,178.63,139.16,115.08,133.23,107.85,104.32,126.11,148.57,152.63,100,106.4,118.72,102.91,127.46,140.82,137.7,105.62,115.24,104.99,112.43,115.6,147.74,140.25,130.01,112.22,112.06,124.6,141.03,193.03,155.54,133.91,136.56,122.98,115.29,116.43,164.9,146.23,131.31,114.87,117.16,126.63,140.98,192.82,175.72,156.01,121.32,121.89,122.98,136.66,199.27,203.33,171.87,140.04,146.91,137.49,163.6,202.29,188.51,160.48,128.91,123.35,132.09,134.11,145.5,120.28,90.64,93.71,90.17,105.25,107.12,117.73,107.44,81.12,91.32,91.84,92.41,97.09,107.54,79.67,65.68,89.03,94.9,102.39,100.83,106.86,86.01,63.08,91.42,104.21,100.94,108.94,115.6,110.71,78.89,104.21,117.94,116.54,113.26,151.33,116.95,88.72,116.95,123.35,128.55,124.86,190.48,151.01,130.47,153.67,147.69,148.73,166.77,199.84,196.67,162.87,NA,NA,171.09,194.02,250.7,262.3,280.86,205.3,166.51,178.42,230.84,300,294.75,234.32,309.83,229.07,190.38,237.03,274.67,287.26,251.85,233.75,198.02,229.69,252.37,311.08,354.29,319.6,252.89,214.46,223.61,246.65,337.34,422.36,310.09,234.89,188.56,207.85,246.44,322.46,412.43,295.27,247.79,212.58,224.08,225.12,333.39,381.49,270.83,225.69,194.44,231.36,269.89,322.31,321.16,293.14,233.59,188.72,201.09,225.79,283.88,363.08,232.92,226.42,203.22,217.94,224.6,281.96,372.7,254.03,218.15,207.07,214.87,242.85,361.67,365.52,281.8,214.2,215.6,211.02,232.24,277.07,343.89,246.28,182.16,189.08,202.39,223.4,278.94,316.9,256.42,221.01,202.86,212.79,225.64,291.84,296.93,239.31,211.7,182.68,181.07,205.72,264.53,281.07,222.05,190.02,180.66,191.94,214.66,304.11,247.69,219.6,179.15,181.96,198.7,224.65,380.08,325.9,235.67,359.23,204.32,191.37,212.01,267.45,248.73,228.39,178.68,172.33,176.65,181.18,245.81,255.23,214.3,191.32,178.58,184.09,205.1
county,Marlboro County,driving,NA,South Carolina,United States,100,108.46,110.63,117.54,139.81,117.33,97.43,125.86,102.03,86.73,108.8,136.76,121.39,87.81,95.33,106.57,102.57,113.47,147.87,131.75,93.03,104.13,107.58,116.66,102.78,146.51,113.54,103.66,109.68,109.88,107.45,125.8,179.62,129.59,120.38,111.92,115.5,114.56,94.18,144.28,131.48,119.84,95.8,119.84,114.76,125.86,161.41,137.91,126.47,116.93,118.28,115.57,133.65,177.79,152.74,144.48,131.75,130.87,131.21,149.02,200.68,153.55,137.85,131.48,123.83,125.59,122.27,136.36,116.79,87.68,102.64,100,102.98,93.43,105.15,93.84,72.92,89.3,89.98,85.51,73.39,88.15,79.76,61.14,89.78,84.16,90.45,95.6,84.77,75.76,63.44,96.07,97.9,97.63,103.39,109.68,98.78,71.43,92.28,101.42,108.12,91.6,123.36,105.15,83.89,110.22,113.54,108.73,100.54,145.77,126.07,121.39,145.5,120.31,135.34,138.46,163.98,159.65,155.45,NA,NA,144.21,165.88,218.89,211.71,227.83,166.82,163.98,129.99,191.2,269.94,221.94,198.85,240.89,184.02,164.18,192.08,210.02,238.59,236.97,192.42,176.78,190.18,224.1,256.74,278.94,254.03,214.35,173.87,170.28,213.41,278.47,319.16,245.23,213.27,175.69,188.35,219.7,278.33,319.84,239.95,231.42,181.65,190.52,209.95,259.31,324.44,228.44,191.13,188.15,189.3,238.25,278.47,278.33,255.25,212.39,181.99,174.07,210.22,253.35,328.23,209.55,208.26,200.61,183.89,207.58,251.25,313.47,200.81,203.66,175.15,208.46,197.09,259.85,319.43,208.46,217.2,188.08,187.47,200.2,238.05,297.16,215.98,168.38,183.55,181.11,190.66,238.93,281.38,209.48,196.41,183.21,191.27,201.02,235.88,266.08,207.31,171.43,161.34,172.99,178.74,225.52,228.23,193.91,177.25,149.36,170.35,185.38,219.7,215.98,201.35,164.86,174.54,166.15,199.32,290.59,260.73,206.91,300.88,180.09,169.53,179.49,222.55,204.87,210.16,167.43,145.5,167.84,168.31,215.23,214.42,196.95,157.55,155.79,154.57,179.35
county,Newberry County,driving,NA,South Carolina,United States,100,102.96,129.34,139.15,168.15,133.52,104.16,137.07,107.87,115.61,132.78,146.51,147.16,107.55,114.73,105.56,120.61,146.82,165.01,158.86,112.08,125.83,116.56,118.86,103.71,154.38,137.25,134.09,129.9,114.14,139.02,131.24,178.62,147.09,125.15,168.79,120.31,115.09,116.15,169.76,172.38,135.22,114.73,129.45,142.77,144.7,188.49,182.29,143.09,126.03,117.67,118.48,127.69,215.43,174.08,149.2,169.85,141.44,178.83,151.44,193.37,166.14,128.75,178.29,111.74,128.34,111.65,124.43,115.7,82.06,80.34,71.88,91.43,93.67,123.39,103.64,79.53,88.85,79.51,81.36,88.78,100.9,85.46,65.48,81.79,80.52,72.99,81.02,90.64,79.78,53.9,84.75,92.56,96.27,97.04,115.77,109.88,67.02,89.03,98.17,103.26,83.96,123.23,112.76,89.96,101.06,111.33,101.49,106.97,134.68,131.1,118.71,116.22,110.99,128.55,129.22,155.37,147.34,128.3,NA,NA,131.31,147.91,176.93,187.31,161.64,132.26,114.75,129.54,163.18,240.33,229.25,165.37,172.74,149.26,145.58,162.84,181.29,219.32,176.11,162.32,148.81,154.35,172.38,222.96,266.98,199.37,163.85,150.49,169.17,176.41,226.03,269.76,206.38,170.32,158.61,168.31,182.76,232.98,294.37,199.03,185.73,164.1,164.67,207.08,236.46,301.11,209.18,180.77,161.55,179.71,232.32,244.99,234.47,234.68,188.94,153.16,170.37,190.79,236.8,268.22,197.6,180.05,165.96,183.37,191.77,252.79,297.62,220.63,172,167.74,176.27,198.1,232.44,379.48,226.56,177.47,165.53,172.61,190.88,224.18,254.24,186.93,157.07,168.4,168.65,188.46,218.21,248.79,194.93,177.47,163.65,175.23,186.9,235.76,238.38,208.14,173.87,161.55,163.47,177.54,224.61,210.5,195.07,152.16,148.16,155.6,186.86,236.53,207.31,183.04,165.39,161.39,160.98,190.55,279.51,234.25,198.44,237.57,167.13,153.79,174.33,227.37,230.13,194.82,155.62,146.1,156.28,149.58,213.3,220.56,192.74,154.85,161.91,157.59,174.24
